Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
4598,0.1905947088,0.3536651389,0.1248601155,0.0809118731,0.0272115739,0.1579948001,0.0222952431,0.0041191737,0.0092239554,0.0291234175
4599,0.1138419292,0.0276088220,0.7357736927,0.0025203548,0.0082281300,0.0350650283,0.0075818775,0.0166510749,0.0360378944,0.0166911963
4600,0.4438448471,0.2217861326,0.1575820660,0.0092674988,0.0192811455,0.1215602287,0.0128096454,0.0017708434,0.0040227763,0.0080748162
4601,0.4954489865,0.3269142745,0.0224074526,0.0432187267,0.0086222871,0.0656259694,0.0172792304,0.0072166137,0.0022146544,0.0110518049
4602,0.6265557112,0.0133675788,0.0119385777,0.0115827089,0.1073427880,0.0969926146,0.0378702502,0.0764890604,0.0046418583,0.0132188518
4603,0.0359362900,0.0072213317,0.0013329292,0.2422158227,0.0617400594,0.5879300232,0.0379332003,0.0139941920,0.0011908478,0.0105053039
4604,0.9427131524,0.0129691414,0.0002063049,0.0018784939,0.0222224536,0.0131363027,0.0040660525,0.0002409429,0.0022750232,0.0002921326
4605,0.1265224326,0.0687363256,0.0165959401,0.2166417630,0.2146748848,0.1510778808,0.1275356342,0.0158341802,0.0459095131,0.0164714457
4606,0.3887974395,0.5215155548,0.0020213766,0.0134791093,0.0221163114,0.0025165974,0.0343923825,0.0081367248,0.0003279667,0.0066965371
4607,0.4079513450,0.1538320669,0.0139454933,0.0982498564,0.0984058856,0.0181095631,0.0585290148,0.0646656942,0.0047312955,0.0815797852
4608,0.7870371150,0.0046426087,0.0006065805,0.0118182101,0.0114846980,0.0123761262,0.0119975092,0.1271687140,0.0025432334,0.0303252049
4609,0.9480825970,0.0075116040,0.0008255997,0.0061099715,0.0087898078,0.0036054452,0.0113310185,0.0092415189,0.0001794682,0.0043229692
4610,0.2178417463,0.3694060932,0.0846044350,0.0691147206,0.0148466877,0.1781072554,0.0077007057,0.0035624900,0.0493752803,0.0054405858
4611,0.8637851970,0.0110690464,0.0056022651,0.0187364201,0.0450359050,0.0305763470,0.0129695963,0.0030315828,0.0051438395,0.0040498008
4612,0.8533482653,0.0278063882,0.0018952402,0.0009432436,0.0076619909,0.0015343241,0.0192227907,0.0796877595,0.0002245878,0.0076754098
4613,0.2459923471,0.0164531562,0.0122922809,0.0671299416,0.0525862007,0.2058173579,0.0715676610,0.1683980103,0.0090880260,0.1506750184
4614,0.8697989632,0.0592926105,0.0007068442,0.0168567746,0.0099201922,0.0226324271,0.0077563765,0.0085670852,0.0008234539,0.0036452727
4615,0.9118623864,0.0278659458,0.0040055632,0.0133944391,0.0190141122,0.0027035190,0.0159249700,0.0028358031,0.0003153067,0.0020779546
4616,0.7920744273,0.0350672850,0.0019421340,0.0014973924,0.0862055528,0.0030418985,0.0642136880,0.0076162496,0.0004292622,0.0079121102
4617,0.1656892916,0.6928877953,0.0342028515,0.0765045055,0.0066558141,0.0033992037,0.0185102680,0.0007020810,0.0003188043,0.0011293850
4618,0.1652889744,0.0117884564,0.0048127321,0.5723417054,0.0284606897,0.1467101109,0.0228249702,0.0348849532,0.0004471097,0.0124402980
4619,0.9409935984,0.0224294643,0.0008886424,0.0067686796,0.0123225790,0.0025800620,0.0110416348,0.0017409034,0.0002253013,0.0010091348
4620,0.0196038748,0.8428552081,0.1205046605,0.0048291722,0.0044257730,0.0011232571,0.0042070799,0.0000876028,0.0017725384,0.0005908334
4621,0.9324280731,0.0159769923,0.0007942087,0.0008020428,0.0118632388,0.0019590376,0.0126022296,0.0090217409,0.0032363822,0.0113160540
4622,0.0579544752,0.0336157864,0.8019710470,0.0195658660,0.0084183594,0.0474037402,0.0051888807,0.0008576665,0.0195534794,0.0054706991
4623,0.2744662720,0.0337083858,0.0041210472,0.1751095747,0.0583688552,0.0580496475,0.0638326933,0.2117955075,0.0153457971,0.1052022197
4624,0.8815160044,0.0288529824,0.0078668472,0.0029460867,0.0111422070,0.0435670607,0.0070802588,0.0028071049,0.0121487238,0.0020727242
4625,0.0185087290,0.0101771786,0.9123703659,0.0012155581,0.0076604944,0.0347781759,0.0039196034,0.0008373037,0.0086102966,0.0019222944
4626,0.4805850319,0.1658176364,0.0028881497,0.0410377903,0.0199707397,0.0081305574,0.1833860703,0.0379228866,0.0055237697,0.0547373680
4627,0.9094884994,0.0234822117,0.0003792416,0.0010071113,0.0238503307,0.0046919523,0.0243469987,0.0067161833,0.0002954962,0.0057419748
4628,0.1762686582,0.1130689622,0.0086986393,0.3934614388,0.0506472373,0.0602846250,0.1009995142,0.0109746893,0.0164004115,0.0691958244
4629,0.8231234722,0.0985310973,0.0015201398,0.0006903200,0.0356739354,0.0006033928,0.0314518977,0.0050274439,0.0001076912,0.0032706098
4630,0.8603729070,0.1009644461,0.0012107970,0.0018264833,0.0105588279,0.0025029584,0.0101495852,0.0063124581,0.0006299076,0.0054716295
4631,0.5692355576,0.0208333708,0.0138422649,0.0428147852,0.0297115334,0.0735532292,0.0285932467,0.1441742389,0.0386387182,0.0386030549
4632,0.6677039265,0.0569831995,0.0507909124,0.0075242196,0.0512455977,0.0219361910,0.0725094867,0.0148711661,0.0410662437,0.0153690567
4633,0.1462722358,0.0415760954,0.0649280862,0.0476532754,0.1448730566,0.3692492041,0.0706936450,0.0130898464,0.0236385235,0.0780260318
4634,0.7986955050,0.0952520422,0.0017537989,0.0261542417,0.0064705360,0.0144262519,0.0304961208,0.0069333159,0.0011363428,0.0186818448
4635,0.0887370522,0.0831888817,0.6353707556,0.0068653994,0.0279323331,0.0813842445,0.0310125729,0.0059443317,0.0152884640,0.0242759649
4636,0.6079396900,0.0216445434,0.0015514952,0.0141446133,0.0744797531,0.0186322523,0.0286340198,0.2204186381,0.0020158509,0.0105391439
4637,0.0426674237,0.0682244814,0.0418105617,0.0497645819,0.5956018660,0.0648944064,0.0695701205,0.0086132683,0.0308211563,0.0280321337
4638,0.0789656078,0.4603569869,0.3307421226,0.0634906144,0.0076092735,0.0221006780,0.0127289328,0.0017343230,0.0167859138,0.0054855471
4639,0.9493966625,0.0267024210,0.0039348233,0.0005130343,0.0067911728,0.0006012339,0.0090381999,0.0004741967,0.0002400295,0.0023082260
4640,0.0125624549,0.0889392683,0.8505081779,0.0027540197,0.0021830445,0.0070615440,0.0023196847,0.0018018045,0.0279137456,0.0039562559
4641,0.2791673575,0.0832269675,0.0187195914,0.1563040474,0.0838116288,0.0667773656,0.0669451697,0.1309399393,0.0450468399,0.0690610929
4642,0.8755597237,0.0639829195,0.0018780551,0.0074694532,0.0125870390,0.0126898001,0.0171618278,0.0013219730,0.0061309418,0.0012182667
4643,0.2275265661,0.0496808251,0.1117666066,0.0756561633,0.1084457776,0.1322723899,0.0661425326,0.0240216445,0.1704035580,0.0340839363
4644,0.2999015933,0.0411116844,0.0210779037,0.0283123462,0.0656029701,0.2007283866,0.0515036581,0.1737475111,0.0919124613,0.0261014851
4645,0.7428250612,0.2062607612,0.0013771727,0.0027839013,0.0114595649,0.0013511307,0.0221206490,0.0037473608,0.0006258186,0.0074485796
4646,0.7319572027,0.2177203095,0.0057044908,0.0071970677,0.0095342231,0.0013348401,0.0163929163,0.0005864649,0.0002004913,0.0093719936
4647,0.7554332035,0.0381929286,0.0037070685,0.0034051464,0.0947056377,0.0056554870,0.0269487427,0.0651084460,0.0005298864,0.0063134532
4648,0.2167027441,0.5159269393,0.0432646771,0.0229311583,0.0092634702,0.1639771042,0.0138536389,0.0041730175,0.0066017236,0.0033055268
4649,0.4082108108,0.0507696175,0.1485598491,0.0092907206,0.1964309721,0.0804879759,0.0257878491,0.0624810975,0.0050663001,0.0129148072
4650,0.1427988183,0.0115560880,0.0094406943,0.0036279378,0.1686018230,0.1935156566,0.1246572645,0.1618073689,0.1629468230,0.0210475255
4651,0.3272859306,0.0578699542,0.0045174448,0.4246888309,0.0766445046,0.0197081271,0.0299392069,0.0347507438,0.0057552481,0.0188400091
4652,0.9045100384,0.0436703816,0.0011199487,0.0015056617,0.0161345226,0.0105424458,0.0136311016,0.0061450242,0.0010154074,0.0017254680
4653,0.4866700867,0.0205618484,0.0047173685,0.1107538826,0.1580408465,0.0663474053,0.1025011628,0.0166845627,0.0132193497,0.0205034868
4654,0.3736303191,0.0841393531,0.0061406042,0.1695544212,0.0567959110,0.0395830156,0.1390906804,0.0649362078,0.0152780714,0.0508514161
4655,0.1572003912,0.1814045755,0.0360326432,0.5355448909,0.0111259550,0.0231275781,0.0159564363,0.0027328540,0.0015959935,0.0352786823
4656,0.2846338858,0.0188877590,0.0311831580,0.0242020939,0.0380565146,0.1403018357,0.0917891231,0.2558164719,0.0647744814,0.0503546766
4657,0.0669945679,0.0550726188,0.1958749487,0.0266311597,0.0944707916,0.1481322886,0.0784350325,0.0080060251,0.3177923607,0.0085902064
4658,0.4420930227,0.4486089075,0.0221287212,0.0037741597,0.0114658396,0.0021061907,0.0574483532,0.0060187723,0.0007690580,0.0055869751
4659,0.0446538283,0.8696006424,0.0310133119,0.0034077982,0.0071526234,0.0046302433,0.0096360904,0.0003774214,0.0271620592,0.0023659814
4660,0.1134169189,0.7839660506,0.0020231420,0.0356114761,0.0139577271,0.0052089852,0.0410976738,0.0009595993,0.0012954160,0.0024630109
4661,0.1354849556,0.5138219654,0.0436579342,0.0171229330,0.1453218871,0.0323575886,0.0544653448,0.0163320651,0.0262224359,0.0152128903
4662,0.2839684266,0.6739156537,0.0029238883,0.0048274913,0.0124751404,0.0029751431,0.0119390830,0.0021821479,0.0024627487,0.0023302771
4663,0.0385984667,0.0067240178,0.0164698994,0.0102399632,0.2058473245,0.2287251189,0.0734897291,0.0624140382,0.3252061606,0.0322852815
4664,0.1647315694,0.0597022795,0.0494274176,0.0300612949,0.0927550089,0.3509053201,0.0979500372,0.0692300483,0.0340469922,0.0511900319
4665,0.5600706874,0.1392977628,0.0031449992,0.0333052300,0.0884733104,0.0118549191,0.0510341848,0.0427848551,0.0026486256,0.0673854255
4666,0.8349748347,0.0213655876,0.0031964302,0.0043623104,0.0406453212,0.0064841553,0.0581580163,0.0181510420,0.0067086548,0.0059536475
4667,0.4985915234,0.0214962636,0.0015493657,0.0274703009,0.0691672440,0.1104761214,0.2100978862,0.0294824130,0.0051782379,0.0264906438
4668,0.9142440939,0.0244904086,0.0007874701,0.0024557556,0.0172193486,0.0059222126,0.0123806607,0.0089864174,0.0006201349,0.0128934976
4669,0.5515437759,0.1394966125,0.0098596102,0.1411141723,0.0051234447,0.0992184228,0.0282611223,0.0182364278,0.0005406952,0.0066057163
4670,0.7891878491,0.0732266728,0.0051268994,0.0306159604,0.0118748317,0.0105174971,0.0394681224,0.0138954294,0.0010683805,0.0250183573
4671,0.7608226460,0.0310691862,0.0061815505,0.0426715044,0.0741885101,0.0247484235,0.0282866289,0.0191052336,0.0023657768,0.0105605400
4672,0.9277365995,0.0120328402,0.0022056150,0.0024587388,0.0239560159,0.0015877591,0.0169090002,0.0029789511,0.0002122424,0.0099222380
4673,0.3357707342,0.0274471766,0.0787061810,0.1066334023,0.1246231132,0.0736485036,0.0705198753,0.0608440461,0.0057385871,0.1160683805
4674,0.7952095221,0.0064260461,0.0011861504,0.0023606039,0.0183456147,0.0050327842,0.0196717546,0.1224645358,0.0006672342,0.0286357541
4675,0.9158218762,0.0537346406,0.0008029885,0.0061281266,0.0053678353,0.0024672308,0.0065166662,0.0053958944,0.0005209429,0.0032437985
4676,0.0633704616,0.8865251300,0.0059896045,0.0325531840,0.0030193446,0.0043890821,0.0033532454,0.0000892872,0.0002825716,0.0004280889
4677,0.8255648877,0.0137154480,0.0281729449,0.0015964411,0.0424941165,0.0194804465,0.0146531317,0.0451464335,0.0007327528,0.0084433974
4678,0.0540503089,0.0594124791,0.0391715141,0.1270095895,0.0757905554,0.5795843470,0.0252459165,0.0030596802,0.0234319774,0.0132436318
4679,0.1272198406,0.2650948806,0.1126547664,0.0647971348,0.0441409647,0.1550448508,0.0661484578,0.0261217026,0.1224552432,0.0163221587
4680,0.5821250585,0.1032198086,0.0068989418,0.0866875227,0.0700134651,0.0790532479,0.0447296686,0.0087353966,0.0017549749,0.0167819151
4681,0.1971350249,0.2830469867,0.1595618218,0.0329409159,0.0120238735,0.2868136505,0.0076026323,0.0029770831,0.0104217144,0.0074762970
4682,0.3755317696,0.1322375317,0.0143135302,0.1735881486,0.0376294382,0.1542455130,0.0462434242,0.0349670355,0.0137515386,0.0174920704
4683,0.9434901551,0.0122513860,0.0009558127,0.0053513333,0.0233051408,0.0028269356,0.0065203633,0.0007416487,0.0004698212,0.0040874034
4684,0.8903565574,0.0242777761,0.0093292050,0.0100752086,0.0066876818,0.0151369815,0.0166890604,0.0159778668,0.0048147560,0.0066549066
4685,0.9318347036,0.0130818501,0.0009507431,0.0022219865,0.0218984342,0.0029742238,0.0078327418,0.0142904921,0.0012399046,0.0036749203
4686,0.2908808028,0.4585699511,0.0048735485,0.0121203894,0.1456003535,0.0179937910,0.0482262562,0.0082505224,0.0077801954,0.0057041898
4687,0.9413472007,0.0373733394,0.0002607324,0.0020916356,0.0056069100,0.0008113658,0.0085535197,0.0013445803,0.0000831380,0.0025275782
4688,0.5436446419,0.0957911248,0.0088824029,0.2067402855,0.0163542840,0.0165659375,0.0542745064,0.0463241334,0.0018122292,0.0096104544
4689,0.3367026020,0.0462435340,0.0165755136,0.0192937312,0.0740501378,0.0184318510,0.0924723878,0.3537739318,0.0035458698,0.0389104409
4690,0.4421766349,0.1844322476,0.1249199681,0.0923526080,0.0408078025,0.0135691002,0.0386760173,0.0100074519,0.0060155187,0.0470426509
4691,0.1191920757,0.0663915093,0.0997977897,0.0631137867,0.0607154215,0.1258427261,0.0882687865,0.0362281154,0.3106519034,0.0297978858
4692,0.0928867820,0.0628593684,0.0291785194,0.0366699696,0.1065340375,0.5469485608,0.0380627594,0.0064122216,0.0665062780,0.0139415033
4693,0.3757589313,0.4638154868,0.0900148415,0.0072220904,0.0304680108,0.0071794481,0.0105057258,0.0056428505,0.0034104362,0.0059821786
4694,0.0161708234,0.0065649335,0.9533628494,0.0006317615,0.0029721596,0.0151826072,0.0017264035,0.0002889039,0.0011018123,0.0019977457
4695,0.9231483648,0.0359275358,0.0003771996,0.0010650097,0.0077314654,0.0023481886,0.0253227436,0.0011987790,0.0001905136,0.0026901999
4696,0.6256605819,0.2774094358,0.0037070645,0.0063497092,0.0093041639,0.0052178465,0.0392597567,0.0206694499,0.0033330444,0.0090889472
4697,0.5398848026,0.1089596378,0.0145399668,0.0329148285,0.0856194149,0.1157650098,0.0481640765,0.0347745458,0.0081814197,0.0111962976
4698,0.5790232598,0.1596448596,0.0070437434,0.0278035410,0.0701069338,0.0114000429,0.0369746053,0.0564706778,0.0040929895,0.0474393469
4699,0.0824006404,0.1438817721,0.0314444953,0.1120974625,0.0185976079,0.5721140290,0.0186597299,0.0021651018,0.0120533827,0.0065857784
4700,0.3890176810,0.0117320364,0.0058663225,0.0105525544,0.0725239668,0.3464737912,0.0234121446,0.0605347683,0.0284311226,0.0514556123
4701,0.3597704270,0.1797684155,0.2679121472,0.0156050059,0.0123851943,0.1189042200,0.0119908734,0.0113406469,0.0055140041,0.0168090656
4702,0.9332893951,0.0223209683,0.0042361310,0.0017385685,0.0123797690,0.0017307986,0.0063041469,0.0141749890,0.0010969249,0.0027283089
4703,0.1743690108,0.0487799780,0.0352854251,0.1851099064,0.2769151900,0.1926846740,0.0486699591,0.0202683712,0.0071304571,0.0107870282
4704,0.4457276368,0.1391546937,0.0107863763,0.0442968010,0.0265140857,0.1693573718,0.0669441655,0.0427959590,0.0128169561,0.0416059541
4705,0.4807844457,0.0664382945,0.0260872709,0.0100178029,0.0823908788,0.0178807078,0.0613418270,0.1584304107,0.0060983385,0.0905300231
4706,0.8599507197,0.0297627702,0.0016595551,0.0372248873,0.0090390119,0.0398690234,0.0034915462,0.0158912402,0.0010629179,0.0020483282
4707,0.5709770642,0.3960871109,0.0020828049,0.0043709878,0.0063491694,0.0024438209,0.0132571959,0.0015734719,0.0008114532,0.0020469210
4708,0.0684705674,0.7386724775,0.1388383765,0.0172949712,0.0052258341,0.0038059557,0.0122270450,0.0002244604,0.0142818144,0.0009584976
4709,0.1770405797,0.0100412633,0.0088645958,0.0200387159,0.0187562237,0.6462693705,0.0173041236,0.0925810407,0.0013930189,0.0077110679
4710,0.3279548046,0.4393407205,0.0337682873,0.0368452568,0.0790197421,0.0430433092,0.0177509934,0.0063592581,0.0087888272,0.0071288008
4711,0.8289992325,0.0592594026,0.0007965600,0.0019057566,0.0612731378,0.0054955338,0.0164380037,0.0181343860,0.0037136584,0.0039843285
4712,0.0295136020,0.1028669977,0.0114192491,0.7440999952,0.0164116082,0.0489143487,0.0280842144,0.0024248032,0.0006026606,0.0156625209
4713,0.1737486514,0.0211831108,0.0307677538,0.1760886179,0.3434373195,0.0662499480,0.1196363298,0.0368582547,0.0088496175,0.0231803966
4714,0.7724074715,0.0392503188,0.0044562850,0.0126351856,0.0516764437,0.0372240010,0.0181220929,0.0402909724,0.0015793466,0.0223578824
4715,0.9302128787,0.0082467628,0.0011279541,0.0031925077,0.0018986610,0.0026373020,0.0111062052,0.0308233222,0.0005024542,0.0102519523
4716,0.6549659067,0.0167949038,0.0079842309,0.0047223469,0.0446421151,0.0192125077,0.0200115513,0.1664502880,0.0076460398,0.0575701098
4717,0.9010684365,0.0147561791,0.0033271653,0.0071375876,0.0323293978,0.0043633837,0.0175551536,0.0046756973,0.0009294083,0.0138575909
4718,0.3918779916,0.0473778692,0.0021043158,0.2696497730,0.0217051381,0.1089521948,0.0659543312,0.0458483777,0.0046156241,0.0419143846
4719,0.5278912430,0.1099166581,0.0060884858,0.0476170571,0.1045795062,0.1144773803,0.0393657634,0.0182028488,0.0229530742,0.0089079830
4720,0.6245335789,0.3283889620,0.0048718826,0.0049142875,0.0176644498,0.0020242281,0.0111676622,0.0014426590,0.0002338354,0.0047584545
4721,0.0565315268,0.7964413012,0.0585967663,0.0222115002,0.0221600403,0.0164494841,0.0105861421,0.0004283453,0.0118894461,0.0047054477
4722,0.9571422740,0.0094970361,0.0013446514,0.0048617017,0.0121828503,0.0047366499,0.0041642546,0.0036303094,0.0003049387,0.0021353340
4723,0.5946211270,0.0415991656,0.0094985143,0.0288629169,0.0221898775,0.0146388753,0.0543966314,0.1653633072,0.0023644024,0.0664651824
4724,0.7807030968,0.1196518528,0.0186887384,0.0040192332,0.0239562099,0.0044745984,0.0161941101,0.0033892062,0.0025282805,0.0263946737
4725,0.1727802687,0.0063697319,0.0090803871,0.2317832369,0.1659197927,0.0803840481,0.0262952430,0.2287146689,0.0157617301,0.0629108927
4726,0.4279073109,0.0253931161,0.0062630170,0.0247679153,0.0624682009,0.3613837963,0.0611948280,0.0197026671,0.0014803708,0.0094387776
4727,0.8816719213,0.0296020164,0.0006112364,0.0021283898,0.0153280938,0.0022004156,0.0557268545,0.0044624991,0.0019370898,0.0063314831
4728,0.7057431852,0.2719945075,0.0010709475,0.0024151905,0.0034344356,0.0017104833,0.0121454035,0.0003241238,0.0001917559,0.0009699672
4729,0.7504987500,0.0356205996,0.0039144535,0.0068121343,0.0363582919,0.0090216114,0.0704591392,0.0371364747,0.0255007483,0.0246777972
4730,0.7772037231,0.0116978479,0.0003907148,0.0357554816,0.0424296342,0.0246930304,0.0159233420,0.0806958770,0.0007601905,0.0104501585
4731,0.7447339398,0.0261963221,0.0054924982,0.0243766099,0.0516001070,0.0244680887,0.0625515681,0.0301201178,0.0013146206,0.0291461279
4732,0.8339496252,0.0664433522,0.0025628849,0.0149798678,0.0247068554,0.0035757328,0.0206444695,0.0233498751,0.0016537544,0.0081335828
4733,0.8335472431,0.0544862419,0.0057644959,0.0210019620,0.0422220883,0.0252972356,0.0107978179,0.0024851726,0.0012119439,0.0031857986
4734,0.8693829793,0.0128210688,0.0006633071,0.0131139134,0.0305974358,0.0059441136,0.0324650207,0.0180507711,0.0006512472,0.0163101429
4735,0.9107771153,0.0319971092,0.0027472216,0.0070427414,0.0084181933,0.0035756847,0.0173714955,0.0036857130,0.0003785190,0.0140062069
4736,0.7222663915,0.0065216198,0.0387278606,0.0025433951,0.0167926680,0.0081555464,0.0302712964,0.1581840704,0.0034268349,0.0131103169
4737,0.8038971661,0.0364204171,0.0053516617,0.0027292683,0.0196543867,0.0083499230,0.0422973249,0.0591467947,0.0008293892,0.0213236683
4738,0.6042228546,0.0233012508,0.0049026719,0.0258702776,0.1136827053,0.0987189725,0.0381407254,0.0676830600,0.0045790132,0.0188984688
4739,0.1839473043,0.0527530586,0.0661229515,0.0770435894,0.2434977513,0.1318311488,0.0386902557,0.0133893080,0.1697792025,0.0229454298
4740,0.6541092074,0.0616806878,0.0053115657,0.1134288592,0.0441191321,0.0706066212,0.0120112243,0.0143674741,0.0014279971,0.0229372312
4741,0.0581257288,0.0195421880,0.0111127590,0.7413545219,0.0855719810,0.0336274129,0.0215866895,0.0098994805,0.0036821347,0.0154971037
4742,0.7399714860,0.0564058342,0.0028809008,0.0980360399,0.0452138626,0.0317764002,0.0136322290,0.0094827098,0.0006832143,0.0019173231
4743,0.4736990589,0.0753292926,0.0056313503,0.1075702998,0.0606869899,0.1081399356,0.0995123229,0.0538737610,0.0020577804,0.0134992086
4744,0.3294123354,0.0141683511,0.0082430189,0.0421798031,0.1487710373,0.2951907138,0.0746433709,0.0149539918,0.0106061721,0.0618312055
4745,0.1926138610,0.0513699280,0.0170780793,0.0216740167,0.2049863833,0.3194663527,0.0848218318,0.0087370426,0.0820058364,0.0172466682
4746,0.6593011086,0.0113729958,0.0001452404,0.0859508463,0.0501947093,0.1359799339,0.0179922588,0.0296985585,0.0031590561,0.0062052922
4747,0.2042308156,0.7193078774,0.0020416615,0.0029919240,0.0211617422,0.0019456143,0.0347701294,0.0016276933,0.0089575647,0.0029649776
4748,0.7439846963,0.0099694097,0.0031071913,0.0067137942,0.0582148055,0.0276190513,0.0700706544,0.0671508680,0.0019036671,0.0112658620
4749,0.9727131357,0.0099211616,0.0017509313,0.0008458173,0.0028772911,0.0022773910,0.0056131891,0.0022795749,0.0001807167,0.0015407912
4750,0.9506542481,0.0129765747,0.0021810773,0.0008501091,0.0119194778,0.0014304994,0.0120315605,0.0053170347,0.0004436902,0.0021957281
4751,0.0895572584,0.0027495048,0.0041284037,0.0010521925,0.0957030909,0.0130031341,0.0185536623,0.7456381038,0.0028247935,0.0267898560
4752,0.4535999509,0.0269519521,0.0494680912,0.0172538694,0.0619965085,0.3119690875,0.0505999074,0.0160633964,0.0075465480,0.0045506886
4753,0.7589114809,0.0457998465,0.0024829504,0.0099211200,0.0449153746,0.0145789778,0.0229190393,0.0857480133,0.0006140439,0.0141091535
4754,0.0817744567,0.7930113007,0.0229501590,0.0393631937,0.0086150852,0.0262461025,0.0239321856,0.0007307334,0.0016927470,0.0016840360
4755,0.4407306927,0.0429819284,0.0058011429,0.0479899862,0.1479382403,0.0199884437,0.2151525702,0.0329689154,0.0220527947,0.0243952856
4756,0.4360695626,0.0137319457,0.0015251702,0.0026394492,0.0399935974,0.0217856256,0.0785309600,0.3614787138,0.0017698164,0.0424751591
4757,0.2638846441,0.0399407113,0.0744158700,0.0106037074,0.1116216843,0.2072037055,0.0733054527,0.0582908116,0.0602788687,0.1004545445
4758,0.7595557174,0.1405183152,0.0157335820,0.0099781021,0.0048946559,0.0105641588,0.0145899003,0.0269022417,0.0090345442,0.0082287824
4759,0.3871728318,0.1723523104,0.0174586565,0.0927819971,0.0423414459,0.2353458944,0.0351191407,0.0062701555,0.0043864088,0.0067711589
4760,0.7286685974,0.0235462543,0.0091685652,0.0603945242,0.0607736835,0.0338442373,0.0089134709,0.0411368306,0.0038296965,0.0297241402
4761,0.4061364077,0.1364736021,0.0025242283,0.2190112931,0.0666901783,0.0082955483,0.0839139623,0.0186897837,0.0006236303,0.0576413658
4762,0.8789676124,0.0406917233,0.0038738981,0.0074076270,0.0214433171,0.0075248498,0.0283639705,0.0072179499,0.0003419605,0.0041670915
4763,0.3559023069,0.0338168532,0.0090395372,0.2420319319,0.0754298215,0.0556628357,0.0496187761,0.0159383674,0.0090554938,0.1535040761
4764,0.1262148033,0.0366233330,0.5577428290,0.0069569393,0.0636453920,0.0816130042,0.0865051311,0.0141962479,0.0175067004,0.0089956198
4765,0.4855467447,0.0938408349,0.0205241162,0.0803200888,0.0655924137,0.0719904939,0.0649103042,0.0687632302,0.0115713925,0.0369403809
4766,0.9310646985,0.0110974216,0.0046112769,0.0030344731,0.0206290950,0.0065635023,0.0141145443,0.0055257924,0.0006808507,0.0026783452
4767,0.5350263476,0.0105777941,0.0559780554,0.0179650555,0.0430824024,0.2289409950,0.0100428039,0.0915013322,0.0008918379,0.0059933760
4768,0.7932589188,0.0507030508,0.0027070551,0.0184129768,0.0135009971,0.0070945541,0.0288981634,0.0440927784,0.0016546526,0.0396768530
4769,0.8017588384,0.0483440113,0.0121846062,0.0154039710,0.0144278867,0.0025606680,0.0464568007,0.0267098107,0.0018107238,0.0303426832
4770,0.8129459188,0.0636120588,0.0006123849,0.0264368452,0.0173727469,0.0027867502,0.0481204268,0.0232377003,0.0004637162,0.0044114518
4771,0.0826767281,0.6809627854,0.1206056863,0.0348919275,0.0164225047,0.0342950372,0.0054231820,0.0009371826,0.0224259960,0.0013589702
4772,0.2679515163,0.1411311598,0.0128822922,0.0597577087,0.1814315532,0.0519984696,0.0613859470,0.1881423983,0.0098695229,0.0254494318
4773,0.7757660430,0.0227233724,0.0023525909,0.0062990127,0.0688734491,0.0381193884,0.0132235646,0.0610834749,0.0014643255,0.0100947785
4774,0.1347410069,0.1031987187,0.0076695717,0.5335619191,0.0208173038,0.1260346010,0.0450468179,0.0056813771,0.0088876435,0.0143610403
4775,0.9280402064,0.0109770525,0.0003785569,0.0126781327,0.0165764199,0.0112289551,0.0163222419,0.0012216622,0.0002755184,0.0023012540
4776,0.1309717620,0.1066991602,0.0041270722,0.6194616129,0.0180354908,0.0508089867,0.0169140343,0.0240197327,0.0109866042,0.0179755440
4777,0.1954379413,0.0380281252,0.0103499019,0.0039652443,0.0492700603,0.0710433813,0.0303773829,0.5695946059,0.0092390699,0.0226942870
4778,0.8065926636,0.0192897815,0.0013783616,0.0079668260,0.0605350123,0.0100165335,0.0610752642,0.0142316822,0.0019134543,0.0170004208
4779,0.5738476548,0.3576643233,0.0045592736,0.0077334652,0.0048195688,0.0079052213,0.0327238158,0.0044182078,0.0014609029,0.0048675665
4780,0.3197326431,0.2937009452,0.0105528091,0.0371116778,0.0810318575,0.1516554977,0.0452423582,0.0143729206,0.0328175641,0.0137817269
4781,0.1753317134,0.4190462113,0.0394357103,0.0536009644,0.1547048823,0.0574258285,0.0406258183,0.0017310243,0.0549786168,0.0031192305
4782,0.8539998052,0.0252329843,0.0037952528,0.0156379217,0.0150095267,0.0029200750,0.0524548058,0.0146006454,0.0044623762,0.0118866067
4783,0.6786816471,0.0590020760,0.0515267302,0.0156513889,0.0397315788,0.0054234699,0.0177376994,0.0276877132,0.0036575387,0.1009001576
4784,0.9088808734,0.0269500463,0.0006489261,0.0028319446,0.0197076978,0.0015183960,0.0295361621,0.0023184710,0.0005197209,0.0070877617
4785,0.0050200721,0.0099952496,0.9209668425,0.0031310599,0.0010962299,0.0280440626,0.0013213988,0.0001876498,0.0287940761,0.0014433586
4786,0.7994693174,0.1119031908,0.0053603907,0.0084480457,0.0198595187,0.0025888231,0.0159282511,0.0067055132,0.0005318834,0.0292050659
4787,0.2216477063,0.1898745276,0.3365914134,0.0120470816,0.0644976231,0.1309164095,0.0135530348,0.0071668218,0.0154980202,0.0082073618
4788,0.2467424793,0.1172170053,0.1308374432,0.0508045313,0.0495259423,0.0525363792,0.0856877655,0.0685625305,0.0393275490,0.1587583745
